		Td	ID	Tj	Df	Dd	Db	
		6	2001	3	0	3	3
		6	2000	3	0	3	3
		6	2002	3	0	3	3
		8	2005	7	0	1	1
		8	2004	7	0	1	1
		9	2003	7	0	2	2
		12	2008	11	0	1	1
		13	2007	11	0	2	2
		15	2006	11	0	4	4
		16	2010	15	0	1	1
		17	2014	16	0	1	1
		17	2011	15	0	2	2
		18	2015	17	0	1	1
		18	2012	16	0	2	2
		18	2009	15	0	3	3
		19	2016	17	0	2	2
		19	2013	16	0	3	3
		19	2017	17	0	2	2
		22	2020	21	0	1	1
		22	2018	21	0	1	1
		23	2021	22	0	1	1
		23	2022	22	0	1	1
		23	2023	22	0	1	1
		23	2019	21	0	2	2
		25	2025	24	0	1	1
		25	2024	24	0	1	1
		25	2026	24	0	1	1
		28	2027	27	0	1	1
		28	2029	27	0	1	1
		29	2028	27	0	2	2
		30	2031	29	0	1	1
		30	2032	29	0	1	1
		30	2030	29	0	1	1
		31	2034	30	0	1	1
		32	2037	31	0	1	1
		32	2036	31	0	1	1
		32	2033	30	0	2	2
		32	2035	30	0	2	2
		33	2038	31	0	2	2
		35	2039	34	0	1	1
		36	2040	34	0	2	2
		36	2041	34	0	2	2
		37	2043	36	0	1	1
		37	2044	36	0	1	1
		38	2042	36	0	2	2
		41	2047	41	0	0	0
		42	2046	41	0	1	1
		42	2045	41	0	1	1
		47	2048	46	0	1	1
		47	2049	46	0	1	1
		47	2050	46	0	1	1
		48	2053	47	0	1	1
		48	2051	47	0	1	1
		48	2052	47	0	1	1
		49	2054	48	0	1	1
		49	2055	48	0	1	1
		49	2056	48	0	1	1
		58	2059	57	0	1	1
		58	2058	57	0	1	1
		59	2057	57	0	2	2
		62	63	59	3	0	3
		63	2065	62	0	1	1
		63	62	59	4	0	4
		64	2068	63	0	1	1
		64	2063	62	0	2	2
		64	2064	62	0	2	2
		64	2062	59	0	5	5
		65	2067	63	0	2	2
		65	2066	63	0	2	2
		65	2060	59	0	6	6
		65	72	65	0	0	0
		66	2061	59	0	7	7
		66	2069	65	0	1	1
		66	2070	65	0	1	1
		67	2072	67	0	0	0
		67	2071	65	0	2	2
		67	75	67	0	0	0
		68	2074	67	0	1	1
		69	2077	68	0	1	1
		69	2075	68	0	1	1
		69	2073	67	0	2	2
		71	2078	70	0	1	1
		71	2080	70	0	1	1
		71	2079	70	0	1	1
		71	80	70	1	0	1
		72	2076	68	0	4	4
		72	71	65	7	0	7
		75	2083	74	0	1	1
		75	2081	74	0	1	1
		75	2082	74	0	1	1
		78	2084	78	0	0	0
		78	2086	78	0	0	0
		81	2085	78	0	3	3
		82	2087	82	0	0	0
		83	2088	82	0	1	1
		83	86	78	5	0	5
		84	2089	82	0	2	2
		85	2090	85	0	0	0
		86	2092	85	0	1	1
		86	2091	85	0	1	1
		88	2096	88	0	0	0
		88	2094	87	0	1	1
		88	2093	87	0	1	1
		88	2095	87	0	1	1
		89	95	87	2	0	2
		90	2099	90	0	0	0
		90	2097	88	0	2	2
		91	2098	88	0	3	3
		91	2101	90	0	1	1
		92	2100	90	0	2	2
		92	2104	91	0	1	1
		92	2103	91	0	1	1
		93	2107	92	0	1	1
		93	2105	92	0	1	1
		93	2102	91	0	2	2
		95	2106	92	0	3	3
		98	2108	97	0	1	1
		98	2110	97	0	1	1
		98	2109	97	0	1	1
		99	2111	98	0	1	1
		99	109	97	2	0	2
		100	2113	98	0	2	2
		100	2112	98	0	2	2
		103	2116	102	0	1	1
		103	2115	102	0	1	1
		103	2114	102	0	1	1
		105	2117	104	0	1	1
		105	2119	104	0	1	1
		106	2121	106	0	0	0
		106	2118	104	0	2	2
		107	2122	106	0	1	1
		107	2120	106	0	1	1
		111	2124	110	0	1	1
		111	2125	110	0	1	1
		111	2123	110	0	1	1
		111	124	110	1	0	1
		112	2126	111	0	1	1
		113	2127	111	0	2	2
		113	2131	112	0	1	1
		113	2129	112	0	1	1
		113	2128	111	0	2	2
		113	2130	112	0	1	1
		116	2132	115	0	1	1
		117	2133	115	0	2	2
		117	2134	115	0	2	2
		121	2136	120	0	1	1
		121	2137	120	0	1	1
		121	138	120	1	0	1
		122	2139	122	0	0	0
		123	2135	120	0	3	3
		123	2140	122	0	1	1
		123	2138	122	0	1	1
		126	2143	125	0	1	1
		126	2142	125	0	1	1
		126	2144	126	0	0	0
		127	2145	126	0	1	1
		127	2146	126	0	1	1
		127	2141	125	0	2	2
		130	2147	129	0	1	1
		130	140	122	8	0	8
		131	2149	129	0	2	2
		132	2148	129	0	3	3
		133	2151	132	0	1	1
		133	2150	132	0	1	1
		133	2152	132	0	1	1
		135	2153	135	0	0	0
		136	2154	135	0	1	1
		136	2155	135	0	1	1
		139	2157	138	0	1	1
		139	2158	138	0	1	1
		140	2159	139	0	1	1
		140	2160	139	0	1	1
		141	2156	138	0	3	3
		141	2161	139	0	2	2
		142	2163	141	0	1	1
		143	2165	142	0	1	1
		143	2166	142	0	1	1
		143	2167	142	0	1	1
		143	2162	141	0	2	2
		143	2164	141	0	2	2
		148	2168	147	0	1	1
		149	2169	147	0	2	2
		149	2170	147	0	2	2
		155	2173	154	0	1	1
		155	2171	154	0	1	1
		155	173	154	1	0	1
		156	2175	155	0	1	1
		156	2176	155	0	1	1
		157	2172	154	0	3	3
		158	2179	157	0	1	1
		158	2178	157	0	1	1
		158	2177	157	0	1	1
		158	2174	155	0	3	3
		161	2181	160	0	1	1
		161	2180	160	0	1	1
		162	2185	161	0	1	1
		162	2183	161	0	1	1
		162	2184	161	0	1	1
		162	2188	162	0	0	0
		162	2182	160	0	2	2
		163	2186	162	0	1	1
		163	2187	162	0	1	1
		166	2189	165	0	1	1
		166	2191	165	0	1	1
		166	186	161	5	0	5
		167	2192	166	0	1	1
		167	2190	165	0	2	2
		168	2194	166	0	2	2
		168	2193	166	0	2	2
		173	2197	172	0	1	1
		173	2196	172	0	1	1
		174	2198	173	0	1	1
		174	2200	173	0	1	1
		174	2199	173	0	1	1
		174	2195	172	0	2	2
		177	2201	176	0	1	1
		177	2202	176	0	1	1
		178	2203	176	0	2	2
		179	2204	178	0	1	1
		179	2206	178	0	1	1
		180	2205	178	0	2	2
		182	2208	181	0	1	1
		182	2207	181	0	1	1
		182	2209	181	0	1	1
		184	2211	183	0	1	1
		184	2210	183	0	1	1
		184	2212	183	0	1	1
		185	2214	184	0	1	1
		185	2213	184	0	1	1
		186	2215	184	0	2	2
		189	2218	188	0	1	1
		190	2217	188	0	2	2
		190	2216	188	0	2	2
		192	2219	191	0	1	1
		192	2221	191	0	1	1
		192	2220	191	0	1	1
		197	2222	197	0	0	0
		198	2224	197	0	1	1
		198	220	191	7	0	7
		199	2223	197	0	2	2
		201	2226	200	0	1	1
		201	2227	200	0	1	1
		201	2225	200	0	1	1
		202	2228	202	0	0	0
		203	2230	202	0	1	1
		204	2229	202	0	2	2
		208	2232	208	0	0	0
		209	2233	208	0	1	1
		209	2231	208	0	1	1
		211	2236	210	0	1	1
		212	2235	210	0	2	2
		212	2234	210	0	2	2
		213	2237	211	0	2	2
		213	2238	211	0	2	2
		213	2239	211	0	2	2
		213	2240	212	0	1	1
		213	2241	212	0	1	1
		213	2242	212	0	1	1
		215	2244	214	0	1	1
		215	2243	214	0	1	1
		215	2245	214	0	1	1
		216	2246	215	0	1	1
		216	2247	215	0	1	1
		217	2248	215	0	2	2
		218	2249	217	0	1	1
		218	2250	217	0	1	1
		218	2251	217	0	1	1
		222	2254	221	0	1	1
		222	2253	221	0	1	1
		223	2252	221	0	2	2
		225	2257	225	0	0	0
		226	2255	225	0	1	1
		227	2256	225	0	2	2
		230	2258	229	0	1	1
		230	2259	229	0	1	1
		231	2260	229	0	2	2
		233	2262	232	0	1	1
		233	2261	232	0	1	1
		234	2263	232	0	2	2
		235	2266	234	0	1	1
		235	2265	234	0	1	1
		235	2264	234	0	1	1
		238	2268	237	0	1	1
		238	2267	237	0	1	1
		239	2270	238	0	1	1
		239	2272	238	0	1	1
		239	2269	237	0	2	2
		239	2271	238	0	1	1
		248	2274	246	0	2	2
		248	2273	246	0	2	2
		248	2275	246	0	2	2
		248	275	246	2	0	2
		253	2276	252	0	1	1
		253	2277	252	0	1	1
		253	2278	252	0	1	1
		255	2280	254	0	1	1
		256	2281	254	0	2	2
		256	2279	254	0	2	2
		259	2282	258	0	1	1
		259	283	258	1	0	1
		260	2283	258	0	2	2
		260	2284	258	0	2	2
		262	2285	261	0	1	1
		262	2288	262	0	0	0
		263	2286	261	0	2	2
		263	2287	261	0	2	2
		263	2289	262	0	1	1
		264	2290	262	0	2	2
		266	2293	265	0	1	1
		266	2291	265	0	1	1
		267	2292	265	0	2	2
		269	2296	268	0	1	1
		269	2297	269	0	0	0
		269	2295	268	0	1	1
		269	273	238	31	0	31
		270	2298	269	0	1	1
		270	2294	268	0	2	2
		270	270	237	33	0	33
		271	2300	271	0	0	0
		271	256	225	46	0	46
		272	2302	271	0	1	1
		272	2301	271	0	1	1
		272	2299	269	0	3	3
		277	2303	275	0	2	2
		277	2304	275	0	2	2
		277	2305	275	0	2	2
		278	2308	278	0	0	0
		278	2307	278	0	0	0
		280	2306	278	0	2	2
		285	2311	283	0	2	2
		285	2310	283	0	2	2
		285	2309	283	0	2	2
		288	2313	287	0	1	1
		288	2312	287	0	1	1
		288	2314	287	0	1	1
		291	2316	291	0	0	0
		292	2317	291	0	1	1
		292	2315	291	0	1	1
		294	2320	293	0	1	1
		294	2318	293	0	1	1
		294	2319	293	0	1	1
		297	2321	297	0	0	0
		298	2322	297	0	1	1
		298	2325	298	0	0	0
		299	2323	297	0	2	2
		299	2324	298	0	1	1
		300	2326	298	0	2	2
		302	2327	302	0	0	0
		303	2329	302	0	1	1
		303	2328	302	0	1	1
		304	2331	303	0	1	1
		304	2333	304	0	0	0
		304	2332	303	0	1	1
		304	2330	303	0	1	1
		305	2335	304	0	1	1
		305	2334	304	0	1	1
		306	2338	305	0	1	1
		306	2336	305	0	1	1
		307	2341	306	0	1	1
		307	2339	306	0	1	1
		307	2337	305	0	2	2
		310	2340	306	0	4	4
		317	2343	316	0	1	1
		318	2345	317	0	1	1
		318	2346	317	0	1	1
		318	2347	317	0	1	1
		318	2342	316	0	2	2
		318	346	317	1	0	1
		319	2344	316	0	3	3
		319	2349	318	0	1	1
		319	2348	318	0	1	1
		320	2353	319	0	1	1
		320	2351	319	0	1	1
		320	2350	318	0	2	2
		321	2352	319	0	2	2
		323	2356	322	0	1	1
		324	2355	322	0	2	2
		324	2354	322	0	2	2
		326	2359	325	0	1	1
		326	2357	325	0	1	1
		327	2358	325	0	2	2
		328	2360	327	0	1	1
		328	2361	327	0	1	1
		328	2363	328	0	0	0
		329	2365	328	0	1	1
		329	2364	328	0	1	1
		329	2362	327	0	2	2
		331	2368	330	0	1	1
		331	2366	330	0	1	1
		331	2367	330	0	1	1
		336	2370	336	0	0	0
		338	2372	337	0	1	1
		338	2369	336	0	2	2
		338	2371	336	0	2	2
		338	2373	337	0	1	1
		338	2374	337	0	1	1
		339	2379	339	0	0	0
		340	2376	338	0	2	2
		340	2377	338	0	2	2
		340	2380	339	0	1	1
		340	2375	338	0	2	2
		341	2383	340	0	1	1
		341	2382	340	0	1	1
		341	2381	340	0	1	1
		341	2378	339	0	2	2
		343	2385	342	0	1	1
		343	387	342	1	0	1
		344	2384	342	0	2	2
		344	2386	342	0	2	2
		345	2387	344	0	1	1
		345	2388	344	0	1	1
		346	2389	344	0	2	2
		348	2392	347	0	1	1
		348	2391	347	0	1	1
		348	2390	347	0	1	1
		353	2393	353	0	0	0
